과제번호,질환,질환_en,표적,모달리티,모달리티_대분류,개발단계,개발단계_en,보유기관,적응증,과제명,현재상태,성공가능성_pct,성공가능성_근거
RS-2022-00167125,소화기,Gastrointestinal,Gallstone,Small molecules,합성/저분자,발굴,Discovery,(주)서지넥스,Cholelithiasis,담석치료의 새로운 파라다임의 구축: 담석에 대한 접촉성 용해물질의 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25453205,소화기,Gastrointestinal,-,Others-Synth.,합성/저분자,비임상,Preclinical,주식회사 인벤테라,Magnetic resonance cholangiopancreatography (MRCP),철분기반 고성능 자기공명 췌담관 특화 조영제의 임상 1/2a IND 진입을 위한 비임상연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02213042,기타,Others,****receptor,Small molecules,합성/저분자,발굴,Discovery,아벤티,Sarcopenia,NMJ를 활성화하는 저분자 화합물을 이용한 노인성 근감소증 치료제 유효물질 최적화 및 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02213034,기타,Others,ASM,Small molecules,합성/저분자,발굴,Discovery,(재)대구경북첨단의료산업진흥재단,Sepsis,ASM 병인 타겟의 저분자 화합물을 이용한 면역-장벽투과성 기전의 패혈증 치료제에 대한 유효/선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00336938,기타,Others,PROKR1 agonist,Small molecules,합성/저분자,발굴,Discovery,서울대학교,Sarcopenia,근감소증 예방 및 치료를 위해 PROKR1에 작용 활성을 갖는 저분자 유효물질 최적화 및 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217266,기타,Others,Tankyrase,TPD,표적단백질분해(TPD),발굴,Discovery,서울대학교산학협력단,Osteoarhtritis,PROTAC 기술에 기반하여 연골재생을 유도하는 골관절염 치료용 tankyrase 분해유도제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00167006,기타,Others,OSCAR,Small molecules,합성/저분자,발굴,Discovery,카이팜,Osteoarthritis,골관절염 치료를 위한 연골 재생 기전의 저분자 화합물 제제 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0330,기타,Others,CLCF1,rProtein,바이오/첨단,발굴,Discovery,한국생명공학연구원,Sarcopenia,엑서카인 기반 노인성 근감소증 치료 유효물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0317,기타,Others,Cathepsin K,Antibody,바이오/첨단,발굴,Discovery,이화여자대학교 산학협력단,Osteoporosis,임상적으로 확인된 혁신적 작용기전을 이용한 뼈전달 골다공증 항체치료제,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0107,기타,Others,"DRAK1, ADCK4, CDC42BPA",Small molecules,합성/저분자,발굴,Discovery,경북대학교 산학협력단,Hearing loss,시스플라틴에 의한 이독성 난청 치료제 선도물질 발굴,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C1024,기타,Others,"ABO BCR, CD3",Antibody,바이오/첨단,발굴,Discovery,한국과학기술원,Organ Failure (incompatible blood type),T 세포 유도 이중항체를 이용한 항원 특이적 B 세포 제거 기전의 혈액형 부적합 장기이식 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0976,기타,Others,TLQP21,rProtein,바이오/첨단,발굴,Discovery,서울아산병원,Sarcopenia,TLQP21 기반의 근육-특이 전달 융합 펩타이드를 이용한 근감소증 치료제에 대한 선도 물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25451838,기타,Others,CDO,Small molecules,합성/저분자,발굴,Discovery,애니머스큐어 주식회사,DMD,CDO 타겟의 저분자 화합물을 이용한 DMD 치료제에 대한 선도물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-02223270,기타,Others,mTORC2,Small molecules,합성/저분자,발굴,Discovery,알리아드바이오파마,Sarcopenia,근감소증 혁신 치료제 개발을 위한 선도 물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00337778,기타,Others,HPRT1,Other-Bio.,바이오/첨단,발굴,Discovery,엠디뮨,Lesch-Nyhan syndrome,HPRT1 mRNA와 단백질이 탑재된 세포유래소포를 이용한 효소대체요법의 레쉬-니한 증후군 치료제에 대한 선도물질 도출 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00258812,기타,Others,BKCa,Small molecules,합성/저분자,발굴,Discovery,광주과학기술원,Bladder disease,과민성 방광질환 치료 타겟 BKCa 채널 효현제 선도물질 개발 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2022-00165803,기타,Others,NOTCH1,rProtein,바이오/첨단,발굴,Discovery,뉴온바이오,Sarcopenia,NOTCH1 억제 작용기전의 NB-101 근감소증 치료제 선도물질 도출 및 생산공정 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0095,기타,Others,Nrf2,Small molecules,합성/저분자,발굴,Discovery,주식회사 라플레,Lymphedema,림프부종 예방 및 치료를 위한 다중기전 선도물질 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0027,기타,Others,CXCL12,Antibody,바이오/첨단,발굴,Discovery,주식회사 에피바이오텍,Hair Loss,남성형 및 원형 탈모증 항체 신약개발을 위한 선도물질 도출에 관한 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0500,기타,Others,Atrogin-1,Gene & Nucleic acids,바이오/첨단,발굴,Discovery,(주)아벤티,Sarcopenia,miRNA 기반 근육감소질환 치료 선도물질 최적화 연구,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN21C0163,기타,Others,KV7.4,Small molecules,합성/저분자,발굴,Discovery,연세대학교 산학협력단,Genetic Hearing Loss,유전성난청(DFNA2) 치료을 위한 KV7.4 특이적 활성제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25453255,기타,Others,NUAK1,Small molecules,합성/저분자,발굴,Discovery,지놈앤컴퍼니,CKD,최적화를 통한 NUAK1 표적 후보물질 도출 및 비임상 개발 진입,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25453248,기타,Others,NOTCH1,rProtein,바이오/첨단,발굴,Discovery,주식회사 엔비사이언스,Sarcopenia,NOTCH1 억제 작용기전의 NB-101 근감소증 치료제 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2024-00349857,기타,Others,Kv7.4,Small molecules,합성/저분자,발굴,Discovery,주식회사 아이엔테라퓨틱스,"Sensorineural hearing loss (noise-induced, ototoxic, and hereditary)","감각신경성 난청 (소음성,이독성,유전성) 치료를 위한 Kv7.4 특이적 활성화 약물개발",진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00283926,기타,Others,Sensorineural hearing loss (with mitochondrial defects),Other-Bio.,바이오/첨단,발굴,Discovery,(주)파이안바이오테크놀로지,Hearing loss,미토콘드리아 이식에 의한 감각신경성 난청 치료제 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00218925,기타,Others,Cu2+,rProtein,바이오/첨단,발굴,Discovery,아보메드,Wilson disease,윌슨병 치료제로서 구리 특이적 저분자 펩타이드의 First-in-human 임상 승인을 위한 비임상 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2023-00217918,기타,Others,Tie2,Antibody,바이오/첨단,발굴,Discovery,주식회사 맵틱스,Acute Kidney Injury,Tie2 활성화 항체 기반 급성신손상(AKI) 치료제 후보물질 도출,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
HN22C0196,기타,Others,Gd-ligand,Others-Synth.,합성/저분자,발굴,Discovery,㈜팜젠사이언스,MRI contrast agent,안전성을 개선한 거대고리형 간 특이 MRI 조영제 신약 개발,진행중 (국가신약개발사업 협약과제),1.5,"추정(발굴→승인, 업계 통용)"
RS-2025-25451385,기타,Others,****,Small molecules,합성/저분자,비임상,Preclinical,(주)유한양행,CKD,신규 만성콩팥병 치료제 YH34180A의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-25444945,기타,Others,****,Other-Bio.,바이오/첨단,비임상,Preclinical,주식회사 일리아스바이오로직스,****,**** 치료를 위한 항염증 단백질 탑재 엑소좀 기반 약물의 글로벌 임상 시험 승인 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02213496,기타,Others,ATP7B,rProtein,바이오/첨단,비임상,Preclinical,아보메드,Wilson disease,윌슨병 치료제로서 구리 특이적 저분자 펩타이드의 First-in-human 임상시험 승인을 위한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2025-02073027,기타,Others,Super repressor IκB,Other-Bio.,바이오/첨단,비임상,Preclinical,주식회사 일리아스바이오로직스,CKD,엑소좀 기반 만성신장질환 치료제의 비임상 개발 및 임상시험계획 승인 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2024-00462636,기타,Others,Gadolinium Based Liver-specific Contrast Agent,Others-Synth.,합성/저분자,비임상,Preclinical,(주)팜젠사이언스,MRI liver imaging,안전성을 개선한 거대고리형 간 특이 MRI 조영제 비임상개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2024-00443597,기타,Others,TMA,Other-Bio.,바이오/첨단,비임상,Preclinical,(주)바이오미,Trimethylaminuria,BM109 마이크로바이옴 균주의 TMAU 치료제 개발을 위한 미국 FDA 희귀의약품 지정 및 FDA IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00282719,기타,Others,Caspase,Small molecules,합성/저분자,비임상,Preclinical,(주) 이노보테라퓨틱스,Osteoarthritis,염증소체(inflammasome) 억제의 신규기전을 갖는 골관절염 합성신약 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00258278,기타,Others,bmp7,rProtein,바이오/첨단,비임상,Preclinical,주식회사 다나테인,Degenerative arthritis,퇴행성관절염 치료용 DMOAD 약물 DRT.101의 비임상 연구,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00258121,기타,Others,Muscarinic M3,Small molecules,합성/저분자,비임상,Preclinical,주식회사 이플라스크,Hyperhidrosis,EFL.1101 다한증 치료제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00219125,기타,Others,Uric Acid,rProtein,바이오/첨단,비임상,Preclinical,프로앱텍,Gout,SelecAll 기술을 적용한 결절성 통풍치료제 비임상시험 완료 및 IND 승인,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2023-00217372,기타,Others,GFRA1,Small molecules,합성/저분자,비임상,Preclinical,제이더블유중외제약 주식회사,Androgenetic alopecia,GFRA1 수용체 길항제 JW0061의 안드로겐성 탈모치료제 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2022-00165887,기타,Others,pre-let7 miRNA,rProtein,바이오/첨단,비임상,Preclinical,(주)스템메디텍,Diabetic foot ulcer,다중작용 재생 펩타이드를 이용한 신개념 당뇨 족부 궤양 치료제,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
HN21C1247,기타,Others,NPR-B,rProtein,바이오/첨단,비임상,Preclinical,(주)펩트론,Achondroplasia,NPR-B 타겟의 펩타이드 화합물을 이용한 FGFR3 활성 억제 기전의 연골무형성증 치료제에 대한 비임상 개발,진행중 (국가신약개발사업 협약과제),6.0,"추정(비임상→승인, 업계 통용)"
RS-2024-00332473,기타,Others,FAM19A5,Antibody,바이오/첨단,임상1상,Phase1,뉴라클사이언스,sudden sensorineural hearing loss,시냅스 복원 기전의 감각신경성 난청 항체 치료제의 임상개발 및 사업화 추진,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00282592,기타,Others,recombinant coagulation factor VIIa,rProtein,바이오/첨단,임상1상,Phase1,티움바이오,"Haemophilia A, B",반감기가 증가된 혈우병 우회인자 치료제 TU7710의 임상1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2023-00259300,기타,Others,androgen receptor,Gene & Nucleic acids,바이오/첨단,임상1상,Phase1,올릭스주식회사,Androgenetic alopecia,자가전달 RNAi 유전자 조절 기술을 이용한 안드로겐성 탈모 억제 신약의 임상1a상 시험 진행 및 임상1b/2a상 승인,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
HN22C0112,기타,Others,Hyaluronidase,rProtein,바이오/첨단,임상1상,Phase1,㈜알테오젠,N/A,재조합 히알루로니다제 ALT-BB4 의 임상 1상 연구,진행중 (국가신약개발사업 협약과제),9.6,BIO 2016 (Phase1→승인 9.6%)
RS-2025-02073057,기타,Others,"pan-NOX 저해제 (NOX1,2,3,4,5, DUOX1,2)",Small molecules,합성/저분자,임상2상,Phase2,압타바이오주식회사,Diabetic nephropathy,당뇨병성 신증 환자에서 pan-NOX 저해제 아이수지낙시브 임상 2b상 연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2024-00332313,기타,Others,S1PR1&4,Small molecules,합성/저분자,임상2상,Phase2,주식회사 넥스트젠바이오사이언스,Alopecia areata,원형탈모증 치료제 신약 Vonifimod 개발,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2023-00282888,기타,Others,"Arthrography using magnetic resonance imaging (MRI) for shouler, hip, elbow, knee, wrist, and ankle",Others-Synth.,합성/저분자,임상2상,Phase2,주식회사 인벤테라제약,Lymphadenopathy,철분기반 고성능 T1.MRI 조영제 신약 후보물질의 제3상 진입을 위한 제2b상 임상연구,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
RS-2023-00258708,기타,Others,Progerin PPI,Small molecules,합성/저분자,임상2상,Phase2,피알지에스앤텍,Progeria syndromes,소아조로증 치료제 Progerinin의 임상 2a상 개발,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
HN21C1298,기타,Others,Gd-ligand,Others-Synth.,합성/저분자,임상2상,Phase2,하나제약㈜,MRI contrast agent,안전성이 향상된 HNP-2006 조영제 신약 개발,진행중 (국가신약개발사업 협약과제),15.2,BIO 2016 (Phase2→승인 15.2%)
